"MOD_QRY","0","0","0"
"MTH_QRY","0","0","0"
"RSF_QRY","0","0","0"
"RSF_TMP","0","0","0"
"disk_writes"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","0","0","0"
"MOD_QRY","D20","0","0","0"
"MOD_QRY","D30","0","0","0"
"MTH_QRY","D10","0","0","0"
"MTH_QRY","D20","0","0","0"
"MTH_QRY","D30","0","0","0"
"RSF_QRY","D10","0","0","0"
"RSF_QRY","D20","0","0","0"
"RSF_QRY","D30","0","0","0"
"RSF_TMP","D10","0","0","0"
"RSF_TMP","D20","0","0","0"
"RSF_TMP","D30","0","0","0"
"disk_writes_SLICE"
"Run Type","W10","W20","W30"
"MOD_QRY","0","0","0"
"MTH_QRY","0","0","0"
"RSF_QRY","0","0","0"
"RSF_TMP","0","0","0"
"disk_writes_RATIO"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","0","0","0"
"MOD_QRY","D20","0","0","0"
"MOD_QRY","D30","0","0","0"
"MTH_QRY","D10","0","0","0"
"MTH_QRY","D20","0","0","0"
"MTH_QRY","D30","0","0","0"
"RSF_QRY","D10","0","0","0"
"RSF_QRY","D20","0","0","0"
"RSF_QRY","D30","0","0","0"
"RSF_TMP","D10","0","0","0"
"RSF_TMP","D20","0","0","0"
"RSF_TMP","D30","0","0","0"
"disk_writes_SLICE_RATIO"
"Run Type","W10","W20","W30"
"MOD_QRY","0","0","0"
"MTH_QRY","0","0","0"
"RSF_QRY","0","0","0"
"RSF_TMP","0","0","0"
"tempseg_size"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","","",""
"MOD_QRY","D20","","",""
"MOD_QRY","D30","","",""
"MTH_QRY","D10","","",""
"MTH_QRY","D20","","",""
"MTH_QRY","D30","","",""
"RSF_QRY","D10","","",""
"RSF_QRY","D20","","",""
"RSF_QRY","D30","","",""
"RSF_TMP","D10","","",""
"RSF_TMP","D20","","",""
"RSF_TMP","D30","","",""
"tempseg_size_SLICE"
"Run Type","W10","W20","W30"
"MOD_QRY","","",""
"MTH_QRY","","",""
"RSF_QRY","","",""
"RSF_TMP","","",""
"tempseg_size_RATIO"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","","",""
"MOD_QRY","D20","","",""
"MOD_QRY","D30","","",""
"MTH_QRY","D10","","",""
"MTH_QRY","D20","","",""
"MTH_QRY","D30","","",""
"RSF_QRY","D10","","",""
"RSF_QRY","D20","","",""
"RSF_QRY","D30","","",""
"RSF_TMP","D10","","",""
"RSF_TMP","D20","","",""
"RSF_TMP","D30","","",""
"tempseg_size_SLICE_RATIO"
"Run Type","W10","W20","W30"
"MOD_QRY","","",""
"MTH_QRY","","",""
"RSF_QRY","","",""
"RSF_TMP","","",""
"cardinality"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","15000","30000","45000"
"MOD_QRY","D20","15000","30000","45000"
"MOD_QRY","D30","15000","30000","45000"
"MTH_QRY","D10","15000","30000","45000"
"MTH_QRY","D20","15000","30000","45000"
"MTH_QRY","D30","15000","30000","45000"
"RSF_QRY","D10","15000","30000","45000"
"RSF_QRY","D20","15000","30000","45000"
"RSF_QRY","D30","15000","30000","45000"
"RSF_TMP","D10","150","242","466"
"RSF_TMP","D20","150","290","460"
"RSF_TMP","D30","150","242","466"
"cardinality_SLICE"
"Run Type","W10","W20","W30"
"MOD_QRY","15000","30000","45000"
"MTH_QRY","15000","30000","45000"
"RSF_QRY","15000","30000","45000"
"RSF_TMP","150","242","466"
"cardinality_RATIO"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","100","123.97","96.57"
"MOD_QRY","D20","100","103.45","97.83"
"MOD_QRY","D30","100","123.97","96.57"
"MTH_QRY","D10","100","123.97","96.57"
"MTH_QRY","D20","100","103.45","97.83"
"MTH_QRY","D30","100","123.97","96.57"
"RSF_QRY","D10","100","123.97","96.57"
"RSF_QRY","D20","100","103.45","97.83"
"RSF_QRY","D30","100","123.97","96.57"
"RSF_TMP","D10","1","1","1"
"RSF_TMP","D20","1","1","1"
"RSF_TMP","D30","1","1","1"
"cardinality_SLICE_RATIO"
"Run Type","W10","W20","W30"
"MOD_QRY","100","123.97","96.57"
"MTH_QRY","100","123.97","96.57"
"RSF_QRY","100","123.97","96.57"
"RSF_TMP","1","1","1"
"output_rows"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","15000","30000","45000"
"MOD_QRY","D20","15000","30000","45000"
"MOD_QRY","D30","15000","30000","45000"
"MTH_QRY","D10","15000","30000","45000"
"MTH_QRY","D20","15000","30000","45000"
"MTH_QRY","D30","15000","30000","45000"
"RSF_QRY","D10","75000000","300000000","675000000"
"RSF_QRY","D20","75000000","300000000","675000000"
"RSF_QRY","D30","75000000","300000000","675000000"
"RSF_TMP","D10","15000","30000","45000"
"RSF_TMP","D20","15000","30000","45000"
"RSF_TMP","D30","15000","30000","45000"
"output_rows_SLICE"
"Run Type","W10","W20","W30"
"MOD_QRY","15000","30000","45000"
"MTH_QRY","15000","30000","45000"
"RSF_QRY","75000000","300000000","675000000"
"RSF_TMP","15000","30000","45000"
"output_rows_RATIO"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","1","1","1"
"MOD_QRY","D20","1","1","1"
"MOD_QRY","D30","1","1","1"
"MTH_QRY","D10","1","1","1"
"MTH_QRY","D20","1","1","1"
"MTH_QRY","D30","1","1","1"
"RSF_QRY","D10","5000","10000","15000"
"RSF_QRY","D20","5000","10000","15000"
"RSF_QRY","D30","5000","10000","15000"
"RSF_TMP","D10","1","1","1"
"RSF_TMP","D20","1","1","1"
"RSF_TMP","D30","1","1","1"
"output_rows_SLICE_RATIO"
"Run Type","W10","W20","W30"
"MOD_QRY","1","1","1"
"MTH_QRY","1","1","1"
"RSF_QRY","5000","10000","15000"
"RSF_TMP","1","1","1"
"cardinality_error"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","8834","22290","36549"
"MOD_QRY","D20","11049","25463","40229"
"MOD_QRY","D30","12090","26801","41675"
"MTH_QRY","D10","8834","22290","36549"
"MTH_QRY","D20","11049","25463","40229"
"MTH_QRY","D30","12090","26801","41675"
"RSF_QRY","D10","235003","970003","2205003"
"RSF_QRY","D20","235003","970003","2205003"
"RSF_QRY","D30","235003","970003","2205003"
"RSF_TMP","D10","2235003","7230003","20925003"
"RSF_TMP","D20","2235003","8670003","20655003"
"RSF_TMP","D30","2235003","7230003","20925003"
"cardinality_error_SLICE"
"Run Type","W10","W20","W30"
"MOD_QRY","12090","26801","41675"
"MTH_QRY","12090","26801","41675"
"RSF_QRY","235003","970003","2205003"
"RSF_TMP","2235003","7230003","20925003"
"cardinality_error_RATIO"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","1","1","1"
"MOD_QRY","D20","1","1","1"
"MOD_QRY","D30","1","1","1"
"MTH_QRY","D10","1","1","1"
"MTH_QRY","D20","1","1","1"
"MTH_QRY","D30","1","1","1"
"RSF_QRY","D10","26.6","43.52","60.33"
"RSF_QRY","D20","21.27","38.09","54.81"
"RSF_QRY","D30","19.44","36.19","52.91"
"RSF_TMP","D10","253","324.36","572.52"
"RSF_TMP","D20","202.28","340.49","513.44"
"RSF_TMP","D30","184.86","269.77","502.1"
"cardinality_error_SLICE_RATIO"
"Run Type","W10","W20","W30"
"MOD_QRY","1","1","1"
"MTH_QRY","1","1","1"
"RSF_QRY","19.44","36.19","52.91"
"RSF_TMP","184.86","269.77","502.1"
"sorts (rows)"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","33922","60000","90000"
"MOD_QRY","D20","46742","60000","90000"
"MOD_QRY","D30","30000","60000","90000"
"MTH_QRY","D10","21166","37710","53451"
"MTH_QRY","D20","18951","34537","49771"
"MTH_QRY","D30","17910","33199","48325"
"RSF_QRY","D10","75045000","300090000","675135000"
"RSF_QRY","D20","75045000","300090000","675135000"
"RSF_QRY","D30","75045000","300090000","675135000"
"RSF_TMP","D10","75000","115398","168164"
"RSF_TMP","D20","75000","120458","167772"
"RSF_TMP","D30","75000","115398","168164"
"sorts (rows)_SLICE"
"Run Type","W10","W20","W30"
"MOD_QRY","30000","60000","90000"
"MTH_QRY","17910","33199","48325"
"RSF_QRY","75045000","300090000","675135000"
"RSF_TMP","75000","115398","168164"
"sorts (rows)_RATIO"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","1.6","1.59","1.68"
"MOD_QRY","D20","2.47","1.74","1.81"
"MOD_QRY","D30","1.68","1.81","1.86"
"MTH_QRY","D10","1","1","1"
"MTH_QRY","D20","1","1","1"
"MTH_QRY","D30","1","1","1"
"RSF_QRY","D10","3545.54","7957.84","12630.91"
"RSF_QRY","D20","3959.95","8688.94","13564.83"
"RSF_QRY","D30","4190.12","9039.13","13970.72"
"RSF_TMP","D10","3.54","3.06","3.15"
"RSF_TMP","D20","3.96","3.49","3.37"
"RSF_TMP","D30","4.19","3.48","3.48"
"sorts (rows)_SLICE_RATIO"
"Run Type","W10","W20","W30"
"MOD_QRY","1.68","1.81","1.86"
"MTH_QRY","1","1","1"
"RSF_QRY","4190.12","9039.13","13970.72"
"RSF_TMP","4.19","3.48","3.48"
"temp space allocated (bytes)"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","0","0","0"
"MOD_QRY","D20","0","0","0"
"MOD_QRY","D30","0","0","0"
"MTH_QRY","D10","0","0","0"
"MTH_QRY","D20","0","0","0"
"MTH_QRY","D30","0","0","0"
"RSF_QRY","D10","0","0","0"
"RSF_QRY","D20","0","0","0"
"RSF_QRY","D30","0","0","0"
"RSF_TMP","D10","2097152","2097152","4194304"
"RSF_TMP","D20","2097152","2097152","4194304"
"RSF_TMP","D30","2097152","2097152","4194304"
"temp space allocated (bytes)_SLICE"
"Run Type","W10","W20","W30"
"MOD_QRY","0","0","0"
"MTH_QRY","0","0","0"
"RSF_QRY","0","0","0"
"RSF_TMP","2097152","2097152","4194304"
"temp space allocated (bytes)_RATIO"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","0","0","0"
"MOD_QRY","D20","0","0","0"
"MOD_QRY","D30","0","0","0"
"MTH_QRY","D10","0","0","0"
"MTH_QRY","D20","0","0","0"
"MTH_QRY","D30","0","0","0"
"RSF_QRY","D10","0","0","0"
"RSF_QRY","D20","0","0","0"
"RSF_QRY","D30","0","0","0"
"RSF_TMP","D10","2097152000000","2097152000000","4194304000000"
"RSF_TMP","D20","2097152000000","2097152000000","4194304000000"
"RSF_TMP","D30","2097152000000","2097152000000","4194304000000"
"temp space allocated (bytes)_SLICE_RATIO"
"Run Type","W10","W20","W30"
"MOD_QRY","0","0","0"
"MTH_QRY","0","0","0"
"RSF_QRY","0","0","0"
"RSF_TMP","2097152000000","2097152000000","4194304000000"
"process queue reference"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","1","1","1"
"MOD_QRY","D20","1","1","1"
"MOD_QRY","D30","1","1","1"
"MTH_QRY","D10","1","1","1"
"MTH_QRY","D20","1","1","1"
"MTH_QRY","D30","1","1","1"
"RSF_QRY","D10","3855","22678","26456"
"RSF_QRY","D20","3538","11409","25671"
"RSF_QRY","D30","1773","10782","64057"
"RSF_TMP","D10","1","1","1"
"RSF_TMP","D20","1","1","1"
"RSF_TMP","D30","1","1","1"
"process queue reference_SLICE"
"Run Type","W10","W20","W30"
"MOD_QRY","1","1","1"
"MTH_QRY","1","1","1"
"RSF_QRY","1773","10782","64057"
"RSF_TMP","1","1","1"
"process queue reference_RATIO"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","1","1","1"
"MOD_QRY","D20","1","1","1"
"MOD_QRY","D30","1","1","1"
"MTH_QRY","D10","1","1","1"
"MTH_QRY","D20","1","1","1"
"MTH_QRY","D30","1","1","1"
"RSF_QRY","D10","3855","22678","26456"
"RSF_QRY","D20","3538","11409","25671"
"RSF_QRY","D30","1773","10782","64057"
"RSF_TMP","D10","1","1","1"
"RSF_TMP","D20","1","1","1"
"RSF_TMP","D30","1","1","1"
"process queue reference_SLICE_RATIO"
"Run Type","W10","W20","W30"
"MOD_QRY","1","1","1"
"MTH_QRY","1","1","1"
"RSF_QRY","1773","10782","64057"
"RSF_TMP","1","1","1"
"table scan disk non-IMC rows gotten"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","18922","30000","45000"
"MOD_QRY","D20","15000","30000","45000"
"MOD_QRY","D30","26835","30000","45000"
"MTH_QRY","D10","15000","30000","56835"
"MTH_QRY","D20","15000","30000","45000"
"MTH_QRY","D30","15000","30000","45000"
"RSF_QRY","D10","75015000","300030000","675045000"
"RSF_QRY","D20","75015000","300030000","675045000"
"RSF_QRY","D30","75015000","300030000","675045000"
"RSF_TMP","D10","56832","41835","45000"
"RSF_TMP","D20","45000","30000","45000"
"RSF_TMP","D30","45000","30000","45000"
"table scan disk non-IMC rows gotten_SLICE"
"Run Type","W10","W20","W30"
"MOD_QRY","26835","30000","45000"
"MTH_QRY","15000","30000","45000"
"RSF_QRY","75015000","300030000","675045000"
"RSF_TMP","45000","30000","45000"
"table scan disk non-IMC rows gotten_RATIO"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","1.26","1","1"
"MOD_QRY","D20","1","1","1"
"MOD_QRY","D30","1.79","1","1"
"MTH_QRY","D10","1","1","1.26"
"MTH_QRY","D20","1","1","1"
"MTH_QRY","D30","1","1","1"
"RSF_QRY","D10","5001","10001","15001"
"RSF_QRY","D20","5001","10001","15001"
"RSF_QRY","D30","5001","10001","15001"
"RSF_TMP","D10","3.79","1.39","1"
"RSF_TMP","D20","3","1","1"
"RSF_TMP","D30","3","1","1"
"table scan disk non-IMC rows gotten_SLICE_RATIO"
"Run Type","W10","W20","W30"
"MOD_QRY","1.79","1","1"
"MTH_QRY","1","1","1"
"RSF_QRY","5001","10001","15001"
"RSF_TMP","3","1","1"
"sorts (rows)"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","33922","60000","90000"
"MOD_QRY","D20","46742","60000","90000"
"MOD_QRY","D30","30000","60000","90000"
"MTH_QRY","D10","21166","37710","53451"
"MTH_QRY","D20","18951","34537","49771"
"MTH_QRY","D30","17910","33199","48325"
"RSF_QRY","D10","75045000","300090000","675135000"
"RSF_QRY","D20","75045000","300090000","675135000"
"RSF_QRY","D30","75045000","300090000","675135000"
"RSF_TMP","D10","75000","115398","168164"
"RSF_TMP","D20","75000","120458","167772"
"RSF_TMP","D30","75000","115398","168164"
"sorts (rows)_SLICE"
"Run Type","W10","W20","W30"
"MOD_QRY","30000","60000","90000"
"MTH_QRY","17910","33199","48325"
"RSF_QRY","75045000","300090000","675135000"
"RSF_TMP","75000","115398","168164"
"sorts (rows)_RATIO"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","1.6","1.59","1.68"
"MOD_QRY","D20","2.47","1.74","1.81"
"MOD_QRY","D30","1.68","1.81","1.86"
"MTH_QRY","D10","1","1","1"
"MTH_QRY","D20","1","1","1"
"MTH_QRY","D30","1","1","1"
"RSF_QRY","D10","3545.54","7957.84","12630.91"
"RSF_QRY","D20","3959.95","8688.94","13564.83"
"RSF_QRY","D30","4190.12","9039.13","13970.72"
"RSF_TMP","D10","3.54","3.06","3.15"
"RSF_TMP","D20","3.96","3.49","3.37"
"RSF_TMP","D30","4.19","3.48","3.48"
"sorts (rows)_SLICE_RATIO"
"Run Type","W10","W20","W30"
"MOD_QRY","1.68","1.81","1.86"
"MTH_QRY","1","1","1"
"RSF_QRY","4190.12","9039.13","13970.72"
"RSF_TMP","4.19","3.48","3.48"
"cache buffers chains"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","37599","1000","921"
"MOD_QRY","D20","1053","793","1252"
"MOD_QRY","D30","2012","812","1139"
"MTH_QRY","D10","37051","810","1067"
"MTH_QRY","D20","757","893","904"
"MTH_QRY","D30","596","959","979"
"RSF_QRY","D10","930433","3973087","7702896"
"RSF_QRY","D20","898521","4008414","7701731"
"RSF_QRY","D30","903548","3989563","7718058"
"RSF_TMP","D10","134245","223370","356793"
"RSF_TMP","D20","94775","223044","357197"
"RSF_TMP","D30","94773","223276","356756"
"cache buffers chains_SLICE"
"Run Type","W10","W20","W30"
"MOD_QRY","2012","812","1139"
"MTH_QRY","596","959","979"
"RSF_QRY","903548","3989563","7718058"
"RSF_TMP","94773","223276","356756"
"cache buffers chains_RATIO"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","1.01","1.23","1"
"MOD_QRY","D20","1.39","1","1.38"
"MOD_QRY","D30","3.38","1","1.16"
"MTH_QRY","D10","1","1","1.16"
"MTH_QRY","D20","1","1.13","1"
"MTH_QRY","D30","1","1.18","1"
"RSF_QRY","D10","25.11","4905.05","8363.62"
"RSF_QRY","D20","1186.95","5054.75","8519.61"
"RSF_QRY","D30","1516.02","4913.25","7883.61"
"RSF_TMP","D10","3.62","275.77","387.4"
"RSF_TMP","D20","125.2","281.27","395.13"
"RSF_TMP","D30","159.02","274.97","364.41"
"cache buffers chains_SLICE_RATIO"
"Run Type","W10","W20","W30"
"MOD_QRY","3.38","1","1.16"
"MTH_QRY","1","1.18","1"
"RSF_QRY","1516.02","4913.25","7883.61"
"RSF_TMP","159.02","274.97","364.41"
"logical read bytes from cache"
"Run Type","Depth","W10","W20","W30"
"MOD_QRY","D10","6004736","5611520","4636672"
"MOD_QRY","D20","5971968","4546560","5742592"
"MOD_QRY","D30","8241152","4194304","5267456"
"MTH_QRY","D10","4964352","4530176","8970240"
"MTH_QRY","D20","5734400","4374528","4423680"
"MTH_QRY","D30","3866624","4997120","4579328"
"RSF_QRY","D10","3569631232","15994675200","31055880192"
"RSF_QRY","D20","3570081792","15994806272","31055937536"
"RSF_QRY","D30","3569803264","15994773504","31055536128"
