"person_id","group_start","group_end","num_rows","Random"
"1","24-JUL-1923","06-SEP-1923","10","5630"
"1","25-AUG-1923","18-OCT-1923","15","5630"
"1","27-SEP-1923","20-NOV-1923","11","5630"
"1","28-OCT-1923","20-DEC-1923","19","5630"
"1","28-NOV-1923","20-JAN-1924","8","5630"
"1","29-DEC-1923","13-FEB-1924","10","5630"
"1","29-JAN-1924","13-MAR-1924","16","5630"
"1","08-MAR-1924","30-APR-1924","18","5630"
"1","09-APR-1924","28-MAY-1924","11","5630"
"1","10-MAY-1924","03-JUL-1924","12","5630"
"1","11-JUN-1924","07-AUG-1924","11","5630"
"1","13-JUL-1924","31-AUG-1924","11","5630"
"1","13-AUG-1924","07-OCT-1924","15","5630"
"1","17-SEP-1924","07-NOV-1924","17","5630"
"1","21-OCT-1924","13-DEC-1924","16","5630"
"1","23-NOV-1924","09-JAN-1925","11","5630"
"1","29-DEC-1924","14-FEB-1925","13","5630"
"1","09-FEB-1925","01-APR-1925","18","5630"
"1","12-MAR-1925","29-APR-1925","11","5630"
"1","13-APR-1925","03-JUN-1925","9","5630"
"1","14-MAY-1925","07-JUL-1925","14","5630"
"1","16-JUN-1925","05-AUG-1925","16","5630"
"1","17-JUL-1925","06-SEP-1925","14","5630"
"1","20-AUG-1925","16-OCT-1925","19","5630"
"1","21-SEP-1925","11-NOV-1925","9","5630"
"1","22-OCT-1925","10-DEC-1925","16","5630"
"1","22-NOV-1925","13-JAN-1926","12","5630"
"1","23-DEC-1925","06-FEB-1926","16","5630"
"1","25-JAN-1926","17-MAR-1926","11","5630"
"1","25-FEB-1926","15-APR-1926","13","5630"
"1","28-MAR-1926","18-MAY-1926","14","5630"
"1","07-MAY-1926","18-JUN-1926","17","5630"
"1","08-JUN-1926","26-JUL-1926","14","5630"
"1","09-JUL-1926","29-AUG-1926","18","5630"
"1","14-AUG-1926","18-SEP-1926","9","5630"
"1","21-SEP-1926","13-NOV-1926","10","5630"
"1","25-OCT-1926","03-DEC-1926","9","5630"
"1","28-NOV-1926","22-JAN-1927","8","5630"
"1","31-DEC-1926","17-FEB-1927","12","5630"
"1","31-JAN-1927","06-MAR-1927","10","5630"
"1","04-MAR-1927","26-APR-1927","11","5630"
"1","04-APR-1927","19-MAY-1927","11","5630"
"1","07-MAY-1927","25-JUN-1927","8","5630"
"1","08-JUN-1927","29-JUL-1927","13","5630"
"1","11-JUL-1927","06-SEP-1927","11","5630"
"1","11-AUG-1927","01-OCT-1927","15","5630"
"1","15-SEP-1927","04-NOV-1927","20","5630"
"1","16-OCT-1927","10-DEC-1927","20","5630"
"1","20-NOV-1927","12-JAN-1928","15","5630"
"1","21-DEC-1927","09-FEB-1928","15","5630"
"1","21-JAN-1928","07-MAR-1928","22","5630"
"1","22-FEB-1928","15-APR-1928","18","5630"
"1","25-MAR-1928","09-MAY-1928","15","5630"
"1","25-APR-1928","13-JUN-1928","22","5630"
"1","28-MAY-1928","14-JUL-1928","17","5630"
"1","29-JUN-1928","15-AUG-1928","14","5630"
"1","03-AUG-1928","23-SEP-1928","14","5630"
"1","08-SEP-1928","30-OCT-1928","12","5630"
"1","13-OCT-1928","06-DEC-1928","12","5630"
"1","17-NOV-1928","03-JAN-1929","13","5630"
"1","25-DEC-1928","14-FEB-1929","16","5630"
"1","25-JAN-1929","13-MAR-1929","15","5630"
"1","25-FEB-1929","22-APR-1929","18","5630"
"1","29-MAR-1929","10-MAY-1929","15","5630"
"1","01-MAY-1929","18-JUN-1929","13","5630"
"1","01-JUN-1929","18-JUL-1929","15","5630"
"1","06-JUL-1929","04-SEP-1929","10","5630"
"1","07-AUG-1929","28-SEP-1929","11","5630"
"1","07-SEP-1929","02-NOV-1929","6","5630"
"1","08-OCT-1929","04-DEC-1929","6","5630"
"1","09-NOV-1929","31-DEC-1929","12","5630"
"1","10-DEC-1929","27-JAN-1930","13","5630"
"1","10-JAN-1930","03-MAR-1930","14","5630"
"1","10-FEB-1930","08-APR-1930","16","5630"
"1","18-MAR-1930","23-APR-1930","7","5630"
"1","26-APR-1930","17-JUN-1930","18","5630"
"1","27-MAY-1930","26-JUL-1930","17","5630"
"1","27-JUN-1930","18-AUG-1930","19","5630"
"1","29-JUL-1930","08-SEP-1930","13","5630"
"1","05-SEP-1930","27-OCT-1930","9","5630"
"1","07-OCT-1930","29-NOV-1930","17","5630"
"1","12-NOV-1930","20-DEC-1930","9","5630"
"1","16-DEC-1930","04-FEB-1931","16","5630"
"1","16-JAN-1931","08-MAR-1931","16","5630"
"1","21-FEB-1931","14-APR-1931","14","5630"
"1","25-MAR-1931","21-MAY-1931","11","5630"
"1","26-APR-1931","14-JUN-1931","17","5630"
"1","28-MAY-1931","25-JUL-1931","14","5630"
"1","28-JUN-1931","17-AUG-1931","9","5630"
"1","29-JUL-1931","26-SEP-1931","15","5630"
"1","30-AUG-1931","06-OCT-1931","15","5630"
"1","01-OCT-1931","16-NOV-1931","19","5630"
"1","01-NOV-1931","18-DEC-1931","12","5630"
"1","05-DEC-1931","01-FEB-1932","16","5630"
"1","09-JAN-1932","26-FEB-1932","13","5630"
"1","12-FEB-1932","03-APR-1932","15","5630"
"1","14-MAR-1932","09-MAY-1932","15","5630"
"1","14-APR-1932","05-JUN-1932","19","5630"
"1","15-MAY-1932","26-JUN-1932","16","5630"
"1","15-JUN-1932","30-JUL-1932","10","5630"
"1","18-JUL-1932","04-SEP-1932","20","5630"
"1","20-AUG-1932","11-OCT-1932","16","5630"
"1","21-SEP-1932","14-NOV-1932","14","5630"
"1","23-OCT-1932","19-DEC-1932","17","5630"
"1","23-NOV-1932","13-JAN-1933","15","5630"
"1","26-DEC-1932","17-FEB-1933","15","5630"
"1","29-JAN-1933","29-MAR-1933","13","5630"
"1","08-MAR-1933","25-APR-1933","7","5630"
"1","08-APR-1933","28-MAY-1933","15","5630"
"1","14-MAY-1933","04-JUL-1933","8","5630"
"1","16-JUN-1933","12-AUG-1933","14","5630"
"1","22-JUL-1933","17-SEP-1933","22","5630"
"1","22-AUG-1933","28-SEP-1933","9","5630"
"1","23-SEP-1933","08-NOV-1933","12","5630"
"1","27-OCT-1933","13-DEC-1933","14","5630"
"1","29-NOV-1933","11-JAN-1934","16","5630"
"1","04-JAN-1934","27-FEB-1934","13","5630"
"1","05-FEB-1934","03-APR-1934","11","5630"
"1","08-MAR-1934","23-APR-1934","9","5630"
"1","08-APR-1934","21-MAY-1934","13","5630"
"1","10-MAY-1934","03-JUL-1934","10","5630"
"1","12-JUN-1934","07-AUG-1934","21","5630"
"1","14-JUL-1934","28-AUG-1934","13","5630"
"1","14-AUG-1934","05-OCT-1934","18","5630"
"1","14-SEP-1934","28-OCT-1934","12","5630"
"1","15-OCT-1934","30-NOV-1934","16","5630"
"1","15-NOV-1934","07-JAN-1935","11","5630"
"1","20-DEC-1934","09-FEB-1935","12","5630"
"1","23-JAN-1935","12-MAR-1935","17","5630"
"1","23-FEB-1935","16-APR-1935","17","5630"
"1","27-MAR-1935","18-MAY-1935","18","5630"
"1","27-APR-1935","11-JUN-1935","15","5630"
"1","28-MAY-1935","23-JUL-1935","18","5630"
"1","03-JUL-1935","21-AUG-1935","18","5630"
"1","03-AUG-1935","21-SEP-1935","20","5630"
"1","04-SEP-1935","23-OCT-1935","13","5630"
"1","08-OCT-1935","25-NOV-1935","13","5630"
"1","08-NOV-1935","05-JAN-1936","10","5630"
"1","10-DEC-1935","29-JAN-1936","15","5630"
"1","11-JAN-1936","22-FEB-1936","10","5630"
"1","13-FEB-1936","07-APR-1936","18","5630"
"1","17-MAR-1936","11-MAY-1936","23","5630"
"1","22-APR-1936","17-JUN-1936","10","5630"
"1","27-MAY-1936","21-JUL-1936","14","5630"
"1","02-JUL-1936","10-AUG-1936","10","5630"
"1","04-AUG-1936","18-SEP-1936","9","5630"
"1","04-SEP-1936","16-OCT-1936","15","5630"
"1","05-OCT-1936","23-NOV-1936","16","5630"
"1","09-NOV-1936","29-DEC-1936","14","5630"
"1","11-DEC-1936","30-JAN-1937","10","5630"
"1","14-JAN-1937","09-MAR-1937","15","5630"
"1","14-FEB-1937","08-APR-1937","12","5630"
"1","17-MAR-1937","10-MAY-1937","16","5630"
"1","17-APR-1937","06-JUN-1937","11","5630"
"1","20-MAY-1937","16-JUL-1937","16","5630"
"1","20-JUN-1937","06-AUG-1937","16","5630"
"1","27-JUL-1937","09-SEP-1937","10","5630"
"1","01-SEP-1937","27-OCT-1937","11","5630"
"1","02-OCT-1937","25-NOV-1937","12","5630"
"1","02-NOV-1937","28-DEC-1937","11","5630"
"1","08-DEC-1937","14-JAN-1938","11","5630"
"1","12-JAN-1938","24-FEB-1938","14","5630"
"1","13-FEB-1938","02-APR-1938","13","5630"
"1","17-MAR-1938","05-MAY-1938","16","5630"
"1","19-APR-1938","03-JUN-1938","12","5630"
"1","22-MAY-1938","13-JUL-1938","18","5630"
"1","24-JUN-1938","23-AUG-1938","10","5630"
"1","28-JUL-1938","12-SEP-1938","12","5630"
"1","30-AUG-1938","25-OCT-1938","12","5630"
"1","02-OCT-1938","20-NOV-1938","8","5630"
"1","02-NOV-1938","01-JAN-1939","7","5630"
"1","03-DEC-1938","12-JAN-1939","11","5630"
"1","05-JAN-1939","23-FEB-1939","17","5630"
"1","10-FEB-1939","02-APR-1939","10","5630"
"1","14-MAR-1939","10-MAY-1939","14","5630"
"1","16-APR-1939","04-JUN-1939","19","5630"
"1","18-MAY-1939","06-JUL-1939","10","5630"
"1","18-JUN-1939","16-AUG-1939","12","5630"
"1","19-JUL-1939","04-SEP-1939","14","5630"
"1","19-AUG-1939","17-OCT-1939","16","5630"
"1","25-SEP-1939","11-NOV-1939","12","5630"
"1","27-OCT-1939","17-DEC-1939","10","5630"
"1","27-NOV-1939","17-JAN-1940","15","5630"
"1","02-JAN-1940","25-FEB-1940","9","5630"
"1","03-FEB-1940","29-MAR-1940","8","5630"
"1","12-MAR-1940","23-APR-1940","9","5630"
"1","15-APR-1940","05-JUN-1940","20","5630"
"1","18-MAY-1940","05-JUL-1940","5","5630"
"1","18-JUN-1940","04-AUG-1940","16","5630"
"1","19-JUL-1940","03-SEP-1940","9","5630"
"1","21-AUG-1940","13-OCT-1940","13","5630"
"1","22-SEP-1940","11-NOV-1940","8","5630"
"1","25-OCT-1940","15-DEC-1940","11","5630"
"1","28-NOV-1940","24-JAN-1941","11","5630"
"1","29-DEC-1940","15-FEB-1941","14","5630"
"1","30-JAN-1941","21-MAR-1941","13","5630"
"1","04-MAR-1941","21-APR-1941","13","5630"
"1","09-APR-1941","01-JUN-1941","15","5630"
"1","12-MAY-1941","06-JUL-1941","14","5630"
"1","16-JUN-1941","05-AUG-1941","15","5630"
"1","18-JUL-1941","05-SEP-1941","19","5630"
"1","20-AUG-1941","29-SEP-1941","14","5630"
"1","20-SEP-1941","02-NOV-1941","14","5630"
"1","21-OCT-1941","09-DEC-1941","13","5630"
"1","23-NOV-1941","18-JAN-1942","16","5630"
"1","24-DEC-1941","14-FEB-1942","11","5630"
"1","25-JAN-1942","14-MAR-1942","15","5630"
"1","02-MAR-1942","25-APR-1942","14","5630"
"1","03-APR-1942","24-MAY-1942","11","5630"
"1","04-MAY-1942","28-JUN-1942","12","5630"
"1","06-JUN-1942","25-JUL-1942","18","5630"
"1","07-JUL-1942","24-AUG-1942","18","5630"
"1","07-AUG-1942","02-OCT-1942","14","5630"
"1","07-SEP-1942","04-NOV-1942","19","5630"
"1","12-OCT-1942","06-DEC-1942","18","5630"
"1","14-NOV-1942","23-DEC-1942","13","5630"
"1","15-DEC-1942","28-JAN-1943","8","5630"
"1","17-JAN-1943","07-MAR-1943","5","5630"
"1","17-FEB-1943","12-APR-1943","18","5630"
"1","20-MAR-1943","15-MAY-1943","16","5630"
"1","20-APR-1943","10-JUN-1943","18","5630"
"1","22-MAY-1943","17-JUL-1943","15","5630"
"1","01-JUL-1943","24-AUG-1943","17","5630"
"1","01-AUG-1943","19-SEP-1943","11","5630"
"1","02-SEP-1943","27-OCT-1943","12","5630"
"1","05-OCT-1943","18-NOV-1943","17","5630"
"1","06-NOV-1943","02-JAN-1944","13","5630"
"1","19-DEC-1943","07-FEB-1944","18","5630"
"1","21-JAN-1944","06-MAR-1944","13","5630"
"1","25-FEB-1944","14-APR-1944","14","5630"
"1","31-MAR-1944","19-MAY-1944","11","5630"
"1","01-MAY-1944","16-JUN-1944","14","5630"
"1","03-JUN-1944","25-JUL-1944","16","5630"
"1","10-JUL-1944","24-AUG-1944","14","5630"
"1","12-AUG-1944","05-OCT-1944","17","5630"
"1","12-SEP-1944","07-NOV-1944","21","5630"
"1","13-OCT-1944","06-DEC-1944","14","5630"
"1","14-NOV-1944","08-JAN-1945","15","5630"
"1","16-DEC-1944","30-JAN-1945","14","5630"
"1","18-JAN-1945","11-MAR-1945","15","5630"
"1","21-FEB-1945","18-APR-1945","14","5630"
"1","25-MAR-1945","12-MAY-1945","18","5630"
"1","26-APR-1945","11-JUN-1945","16","5630"
"1","28-MAY-1945","13-JUL-1945","11","5630"
"1","30-JUN-1945","22-AUG-1945","14","5630"
"1","31-JUL-1945","17-SEP-1945","13","5630"
"1","31-AUG-1945","23-OCT-1945","13","5630"
"1","01-OCT-1945","26-NOV-1945","19","5630"
"1","02-NOV-1945","09-DEC-1945","12","5630"
"1","03-DEC-1945","19-JAN-1946","15","5630"
"1","05-JAN-1946","19-FEB-1946","11","5630"
"1","05-FEB-1946","06-APR-1946","16","5630"
"1","14-MAR-1946","04-MAY-1946","13","5630"
"1","19-APR-1946","14-JUN-1946","11","5630"
"1","24-MAY-1946","09-JUL-1946","12","5630"
"1","25-JUN-1946","22-AUG-1946","15","5630"
"1","27-JUL-1946","24-SEP-1946","25","5630"
"1","29-AUG-1946","20-OCT-1946","13","5630"
"1","30-SEP-1946","26-NOV-1946","11","5630"
"1","02-NOV-1946","24-DEC-1946","14","5630"
"1","03-DEC-1946","20-JAN-1947","6","5630"
"1","04-JAN-1947","26-FEB-1947","15","5630"
